region,name,number,gender,birthYear,party,number of votes,percentage of votes,elected,incumbent,type of election,identity
高雄市第2選區,羅志明,5,男,1957,台灣團結聯盟,37612,12.38%,*,否,第 05 屆立法委員選舉,區域
高雄市第2選區,林崑海,6,男,1954,無,25705,8.46%,,否,第 05 屆立法委員選舉,區域
高雄市第2選區,邱毅,7,男,1956,親民黨,39038,12.85%,*,否,第 05 屆立法委員選舉,區域
高雄市第2選區,姚高橋,8,男,1938,中國國民黨,28392,9.34%,,否,第 05 屆立法委員選舉,區域
高雄市第2選區,詹銘洲,9,男,1965,無,298,0.10%,,否,第 05 屆立法委員選舉,區域
高雄市第2選區,高新武,10,男,1949,新黨,4700,1.55%,,否,第 05 屆立法委員選舉,區域
高雄市第2選區,林景元,11,男,1925,無,1363,0.45%,,否,第 05 屆立法委員選舉,區域
高雄市第2選區,梁牧養,12,男,1951,民主進步黨,30593,10.07%,*,是,第 05 屆立法委員選舉,區域
高雄市第2選區,鄒約翰,13,男,1958,無,113,0.04%,,否,第 05 屆立法委員選舉,區域
高雄市第2選區,李復興,14,男,1946,中國國民黨,23440,7.71%,,否,第 05 屆立法委員選舉,區域
高雄市第2選區,洪玲俐,15,女,1942,無,206,0.07%,,否,第 05 屆立法委員選舉,區域
高雄市第2選區,朱高正,16,男,1954,無,2510,0.83%,,否,第 05 屆立法委員選舉,區域
高雄市第2選區,湯金全,17,男,1946,民主進步黨,39774,13.09%,*,是,第 05 屆立法委員選舉,區域
高雄市第2選區,郭玟成,18,男,1955,民主進步黨,41503,13.66%,*,否,第 05 屆立法委員選舉,區域
高雄市第2選區,陳政吉,19,男,1950,無,171,0.06%,,否,第 05 屆立法委員選舉,區域
臺北縣第1選區,劉朝金,1,男,1954,無,17905,3.59%,,否,第 05 屆立法委員選舉,區域
臺北縣第1選區,葉賜華,2,男,1948,無,266,0.05%,,否,第 05 屆立法委員選舉,區域
臺北縣第1選區,張清芳,3,男,1952,民主進步黨,40921,8.21%,*,是,第 05 屆立法委員選舉,區域
臺北縣第1選區,陳清田,4,男,1952,無,672,0.13%,,否,第 05 屆立法委員選舉,區域
臺北縣第1選區,蕭貫譽,5,男,1956,台灣團結聯盟,14421,2.89%,,否,第 05 屆立法委員選舉,區域
臺北縣第1選區,傅琨成,6,男,1951,新黨,8580,1.72%,,否,第 05 屆立法委員選舉,區域
臺北縣第1選區,陳誠鈞,7,男,1955,無,195,0.04%,,否,第 05 屆立法委員選舉,區域
臺北縣第1選區,劉炳偉,8,男,1952,中國國民黨,14133,2.84%,,是,第 05 屆立法委員選舉,區域
臺北縣第1選區,林仁崑,9,男,1947,無,626,0.13%,,否,第 05 屆立法委員選舉,區域
臺北縣第1選區,吳清池,10,男,1949,中國國民黨,26273,5.27%,,是,第 05 屆立法委員選舉,區域
臺北縣第1選區,鄭志龍,11,男,1969,親民黨,45447,9.12%,*,否,第 05 屆立法委員選舉,區域
臺北縣第1選區,周錫瑋,12,男,1958,親民黨,66337,13.31%,*,是,第 05 屆立法委員選舉,區域
臺北縣第1選區,簡意鴻,13,女,1953,臺灣慧行志工黨,3224,0.65%,,否,第 05 屆立法委員選舉,區域
臺北縣第1選區,王淑慧,14,女,1955,民主進步黨,48371,9.71%,*,否,第 05 屆立法委員選舉,區域
臺北縣第1選區,李嘉進,15,男,1957,中國國民黨,39426,7.91%,*,是,第 05 屆立法委員選舉,區域
臺北縣第1選區,江惠貞,16,女,1963,中國國民黨,24125,4.84%,,否,第 05 屆立法委員選舉,區域
臺北縣第1選區,廖本煙,17,男,1956,台灣團結聯盟,35606,7.15%,*,否,第 05 屆立法委員選舉,區域
臺北縣第1選區,葉憲修,18,男,1948,全國民主非政黨聯盟,22784,4.57%,,是,第 05 屆立法委員選舉,區域
臺北縣第1選區,吳善誠,19,男,1944,無,196,0.04%,,否,第 05 屆立法委員選舉,區域
臺北縣第1選區,李文忠,20,男,1958,民主進步黨,41657,8.36%,*,是,第 05 屆立法委員選舉,區域
臺北縣第1選區,黃忠信,21,男,1954,無,15911,3.19%,,否,第 05 屆立法委員選舉,區域
臺北縣第1選區,周伯倫,22,男,1954,民主進步黨,26709,5.36%,*,是,第 05 屆立法委員選舉,區域
臺北縣第1選區,王美月,23,女,1954,無,4477,0.90%,,否,第 05 屆立法委員選舉,區域
臺北縣第2選區,羅恩敏,1,女,1952,無,1238,0.21%,,否,第 05 屆立法委員選舉,區域
臺北縣第2選區,鄭余鎮,2,男,1946,民主進步黨,67710,11.27%,*,否,第 05 屆立法委員選舉,區域
臺北縣第2選區,蔡家福,3,男,1956,中國國民黨,37656,6.27%,*,是,第 05 屆立法委員選舉,區域
臺北縣第2選區,郭金龍,4,男,1950,無,863,0.14%,,否,第 05 屆立法委員選舉,區域
臺北縣第2選區,郭素春,5,女,1955,中國國民黨,32155,5.35%,,是,第 05 屆立法委員選舉,區域
臺北縣第2選區,陳景峻,6,男,1956,民主進步黨,41999,6.99%,*,是,第 05 屆立法委員選舉,區域
臺北縣第2選區,仉桂美,7,女,1955,新黨,7584,1.26%,,否,第 05 屆立法委員選舉,區域
臺北縣第2選區,王政雄,8,男,1943,無,326,0.05%,,否,第 05 屆立法委員選舉,區域
臺北縣第2選區,李日煌,9,男,1940,台灣團結聯盟,8107,1.35%,,否,第 05 屆立法委員選舉,區域
臺北縣第2選區,李先仁,10,男,1963,中國國民黨,22262,3.70%,,是,第 05 屆立法委員選舉,區域
臺北縣第2選區,周慧瑛,11,女,1955,民主進步黨,42754,7.11%,*,是,第 05 屆立法委員選舉,區域
臺北縣第2選區,李鴻鈞,12,男,1959,親民黨,60624,10.09%,*,否,第 05 屆立法委員選舉,區域
臺北縣第2選區,柯淑敏,13,女,1968,親民黨,38799,6.46%,*,否,第 05 屆立法委員選舉,區域
臺北縣第2選區,李顯榮,14,男,1947,中國國民黨,36816,6.13%,*,是,第 05 屆立法委員選舉,區域
臺北縣第2選區,陳宏昌,15,男,1956,中國國民黨,36611,6.09%,*,是,第 05 屆立法委員選舉,區域
臺北縣第2選區,林志嘉,16,男,1958,無,31470,5.24%,,是,第 05 屆立法委員選舉,區域
臺北縣第2選區,呂鈞鴻,17,男,1973,親民黨,17363,2.89%,,否,第 05 屆立法委員選舉,區域
臺北縣第2選區,陳茂男,18,男,1941,民主進步黨,76101,12.66%,*,否,第 05 屆立法委員選舉,區域
臺北縣第2選區,許登宮,19,男,1940,台灣團結聯盟,40521,6.74%,*,是,第 05 屆立法委員選舉,區域
臺北縣第3選區,雷倩,1,女,1958,新黨,32665,5.56%,,否,第 05 屆立法委員選舉,區域
臺北縣第3選區,周荃,2,女,1956,無,7117,1.21%,,否,第 05 屆立法委員選舉,區域
臺北縣第3選區,洪秀柱,3,女,1948,中國國民黨,38884,6.62%,*,是,第 05 屆立法委員選舉,區域
臺北縣第3選區,陳鵬宇,4,男,1954,無,436,0.07%,,否,第 05 屆立法委員選舉,區域
臺北縣第3選區,胡國忠,5,男,1944,無,298,0.05%,,否,第 05 屆立法委員選舉,區域
臺北縣第3選區,楊悟空,6,男,1954,台灣團結聯盟,1600,0.27%,,否,第 05 屆立法委員選舉,區域
臺北縣第3選區,周雅淑,7,女,1966,民主進步黨,48274,8.22%,*,是,第 05 屆立法委員選舉,區域
臺北縣第3選區,趙永清,8,男,1957,無,36774,6.26%,*,是,第 05 屆立法委員選舉,區域
臺北縣第3選區,傅台安,9,男,1962,無,157,0.03%,,否,第 05 屆立法委員選舉,區域
臺北縣第3選區,呂學圖,10,男,1961,中國國民黨,33024,5.62%,,否,第 05 屆立法委員選舉,區域
臺北縣第3選區,劉盛良,11,男,1939,中國國民黨,31173,5.31%,,是,第 05 屆立法委員選舉,區域
臺北縣第3選區,李淑文,12,女,1974,無,617,0.11%,,否,第 05 屆立法委員選舉,區域
臺北縣第3選區,羅明才,13,男,1967,中國國民黨,34845,5.93%,*,是,第 05 屆立法委員選舉,區域
臺北縣第3選區,李慶華,14,男,1948,親民黨,61112,10.41%,*,是,第 05 屆立法委員選舉,區域
臺北縣第3選區,陳朝龍,15,男,1953,民主進步黨,54213,9.23%,*,否,第 05 屆立法委員選舉,區域
臺北縣第3選區,陳治男,16,男,1942,無,18143,3.09%,,否,第 05 屆立法委員選舉,區域
臺北縣第3選區,賴勁麟,17,男,1962,民主進步黨,42398,7.22%,*,是,第 05 屆立法委員選舉,區域
臺北縣第3選區,吳軾子,18,男,1959,無,1411,0.24%,,否,第 05 屆立法委員選舉,區域
臺北縣第3選區,張正修,19,男,1954,台灣團結聯盟,18648,3.18%,,否,第 05 屆立法委員選舉,區域
臺北縣第3選區,鄭三元,20,男,1948,親民黨,50400,8.58%,*,否,第 05 屆立法委員選舉,區域
臺北縣第3選區,楊士興,21,男,1963,無,330,0.06%,,否,第 05 屆立法委員選舉,區域
臺北縣第3選區,杜震華,22,男,1954,新黨,6362,1.08%,,否,第 05 屆立法委員選舉,區域
臺北縣第3選區,吳梅壽,23,男,1955,親民黨,10291,1.75%,,否,第 05 屆立法委員選舉,區域
臺北縣第3選區,林德福,24,男,1953,親民黨,44773,7.62%,*,否,第 05 屆立法委員選舉,區域
臺北縣第3選區,廖學廣,25,男,1954,無,12022,2.05%,,是,第 05 屆立法委員選舉,區域
臺北縣第3選區,王昭增,26,男,1945,大中華統一陣線,332,0.06%,,否,第 05 屆立法委員選舉,區域
臺北縣第3選區,周武榮,27,男,1968,無,953,0.16%,,否,第 05 屆立法委員選舉,區域
宜蘭縣選舉區,林逸民,1,男,1943,台灣團結聯盟,8416,4.12%,,否,第 05 屆立法委員選舉,區域
宜蘭縣選舉區,楊政誠,2,男,1943,無,6618,3.24%,,否,第 05 屆立法委員選舉,區域
宜蘭縣選舉區,許松勇,3,男,1941,無,687,0.34%,,否,第 05 屆立法委員選舉,區域
宜蘭縣選舉區,張川田,4,男,1945,民主進步黨,34991,17.15%,*,是,第 05 屆立法委員選舉,區域
宜蘭縣選舉區,廖風德,5,男,1951,中國國民黨,38485,18.86%,*,是,第 05 屆立法委員選舉,區域
宜蘭縣選舉區,鄭美蘭,6,女,1957,親民黨,27359,13.41%,*,否,第 05 屆立法委員選舉,區域
宜蘭縣選舉區,陳歐珀,7,男,1962,民主進步黨,22516,11.03%,,否,第 05 屆立法委員選舉,區域
宜蘭縣選舉區,陳世慶,8,男,1933,無,249,0.12%,,否,第 05 屆立法委員選舉,區域
宜蘭縣選舉區,陳金德,9,男,1961,民主進步黨,39951,19.58%,*,否,第 05 屆立法委員選舉,區域
宜蘭縣選舉區,林建榮,10,男,1956,中國國民黨,24774,12.14%,,是,第 05 屆立法委員選舉,區域
桃園縣選舉區,孫大千,1,男,1969,親民黨,90344,11.48%,*,否,第 05 屆立法委員選舉,區域
桃園縣選舉區,邱創良,2,男,1955,親民黨,38258,4.86%,*,是,第 05 屆立法委員選舉,區域
桃園縣選舉區,黃金德,3,男,1955,台灣團結聯盟,23326,2.97%,,否,第 05 屆立法委員選舉,區域
桃園縣選舉區,王啟盛,4,男,1955,無,384,0.05%,,否,第 05 屆立法委員選舉,區域
桃園縣選舉區,李鎮楠,5,男,1953,民主進步黨,35613,4.53%,*,否,第 05 屆立法委員選舉,區域
桃園縣選舉區,陳宗義,6,男,1959,民主進步黨,39110,4.97%,*,否,第 05 屆立法委員選舉,區域
桃園縣選舉區,曾茂興,7,男,1941,無,18758,2.38%,,否,第 05 屆立法委員選舉,區域
桃園縣選舉區,呂新民,8,男,1940,中國國民黨,30911,3.93%,*,是,第 05 屆立法委員選舉,區域
桃園縣選舉區,鄭金玲,9,女,1946,親民黨,37666,4.79%,*,是,第 05 屆立法委員選舉,區域
桃園縣選舉區,劉東隆,10,男,1953,中國國民黨,21149,2.69%,,否,第 05 屆立法委員選舉,區域
桃園縣選舉區,彭添富,11,男,1951,民主進步黨,68758,8.74%,*,否,第 05 屆立法委員選舉,區域
桃園縣選舉區,吳克清,12,男,1954,中國國民黨,29281,3.72%,,是,第 05 屆立法委員選舉,區域
桃園縣選舉區,李文明,13,男,1959,無,505,0.06%,,否,第 05 屆立法委員選舉,區域
桃園縣選舉區,吳振寰,14,男,1954,親民黨,6778,0.86%,,否,第 05 屆立法委員選舉,區域
桃園縣選舉區,林哲藝,15,男,1964,台灣團結聯盟,30561,3.88%,,否,第 05 屆立法委員選舉,區域
桃園縣選舉區,邱垂貞,16,男,1951,民主進步黨,54351,6.91%,*,是,第 05 屆立法委員選舉,區域
桃園縣選舉區,張昌財,17,男,1952,中國國民黨,32938,4.19%,*,否,第 05 屆立法委員選舉,區域
桃園縣選舉區,邱奕彬,18,男,1950,台灣團結聯盟,6674,0.85%,,否,第 05 屆立法委員選舉,區域
桃園縣選舉區,呂志明,19,男,1952,親民黨,10503,1.34%,,否,第 05 屆立法委員選舉,區域
桃園縣選舉區,楊麗環,20,女,1957,中國國民黨,32870,4.18%,*,否,第 05 屆立法委員選舉,區域
桃園縣選舉區,許鍾碧霞,21,女,1948,民主進步黨,28864,3.67%,,是,第 05 屆立法委員選舉,區域
桃園縣選舉區,李新,22,男,1953,新黨,15408,1.96%,,否,第 05 屆立法委員選舉,區域
桃園縣選舉區,郭榮宗,23,男,1954,民主進步黨,43482,5.53%,*,否,第 05 屆立法委員選舉,區域
桃園縣選舉區,朱鳳芝,24,女,1948,中國國民黨,46027,5.85%,*,是,第 05 屆立法委員選舉,區域
桃園縣選舉區,陳根德,25,男,1956,中國國民黨,41449,5.27%,*,是,第 05 屆立法委員選舉,區域
桃園縣選舉區,黃雅琴,26,女,1965,無,2674,0.34%,,否,第 05 屆立法委員選舉,區域
新竹縣選舉區,邱鏡淳,1,男,1949,中國國民黨,64673,31.69%,*,是,第 05 屆立法委員選舉,區域
新竹縣選舉區,張學舜,2,男,1960,民主進步黨,52175,25.56%,*,是,第 05 屆立法委員選舉,區域
新竹縣選舉區,田昭容,3,女,1960,無,20376,9.98%,,否,第 05 屆立法委員選舉,區域
新竹縣選舉區,黃煥吉,4,男,1940,台灣團結聯盟,23307,11.42%,,否,第 05 屆立法委員選舉,區域
新竹縣選舉區,陳進興,5,男,1933,親民黨,40842,20.01%,*,否,第 05 屆立法委員選舉,區域
新竹縣選舉區,潘懷宗,6,男,1961,新黨,2734,1.34%,,否,第 05 屆立法委員選舉,區域
苗栗縣選舉區,何智輝,1,男,1950,中國國民黨,36781,14.19%,*,是,第 05 屆立法委員選舉,區域
苗栗縣選舉區,劉政鴻,2,男,1947,中國國民黨,41493,16.01%,*,是,第 05 屆立法委員選舉,區域
苗栗縣選舉區,黃達業,3,男,1957,台灣團結聯盟,17859,6.89%,,否,第 05 屆立法委員選舉,區域
苗栗縣選舉區,杜文卿,4,男,1954,民主進步黨,35307,13.63%,*,否,第 05 屆立法委員選舉,區域
苗栗縣選舉區,王培珠,5,女,1956,無,5376,2.07%,,否,第 05 屆立法委員選舉,區域
苗栗縣選舉區,禹耀東,6,男,1958,新黨,5827,2.25%,,否,第 05 屆立法委員選舉,區域
苗栗縣選舉區,陳超明,7,男,1951,無,33531,12.94%,,是,第 05 屆立法委員選舉,區域
苗栗縣選舉區,顏培元,8,男,1951,無,845,0.33%,,否,第 05 屆立法委員選舉,區域
苗栗縣選舉區,林久翔,9,男,1963,中國國民黨,24497,9.45%,,否,第 05 屆立法委員選舉,區域
苗栗縣選舉區,邱紹俊,10,男,1944,無,13166,5.08%,,否,第 05 屆立法委員選舉,區域
苗栗縣選舉區,徐耀昌,11,男,1955,親民黨,44432,17.15%,*,否,第 05 屆立法委員選舉,區域
臺中縣選舉區,楊文欣,1,男,1962,中國國民黨,32841,4.96%,*,是,第 05 屆立法委員選舉,區域
臺中縣選舉區,馮定國,2,男,1950,親民黨,56020,8.47%,*,是,第 05 屆立法委員選舉,區域
臺中縣選舉區,徐中雄,3,男,1957,中國國民黨,40987,6.19%,*,是,第 05 屆立法委員選舉,區域
臺中縣選舉區,楊瓊瓔,4,女,1964,中國國民黨,41223,6.23%,*,是,第 05 屆立法委員選舉,區域
臺中縣選舉區,顏清標,5,男,1960,無,34003,5.14%,*,否,第 05 屆立法委員選舉,區域
臺中縣選舉區,林耀興,6,男,1959,中國國民黨,29832,4.51%,,是,第 05 屆立法委員選舉,區域
臺中縣選舉區,吳清溪,7,男,1969,無,880,0.13%,,否,第 05 屆立法委員選舉,區域
臺中縣選舉區,劉銓忠,8,男,1942,中國國民黨,32954,4.98%,*,是,第 05 屆立法委員選舉,區域
臺中縣選舉區,張立傑,9,男,1945,親民黨,24283,3.67%,,否,第 05 屆立法委員選舉,區域
臺中縣選舉區,林豐喜,10,男,1950,民主進步黨,40530,6.13%,*,是,第 05 屆立法委員選舉,區域
臺中縣選舉區,邱太三,11,男,1956,民主進步黨,42048,6.35%,*,是,第 05 屆立法委員選舉,區域
臺中縣選舉區,王戴春滿,12,女,1941,台灣團結聯盟,30361,4.59%,,否,第 05 屆立法委員選舉,區域
臺中縣選舉區,紀國棟,13,男,1960,中國國民黨,30821,4.66%,*,否,第 05 屆立法委員選舉,區域
臺中縣選舉區,簡肇棟,14,男,1955,民主進步黨,38791,5.86%,*,否,第 05 屆立法委員選舉,區域
臺中縣選舉區,王麗萍,15,女,1962,民主進步黨,29910,4.52%,,是,第 05 屆立法委員選舉,區域
臺中縣選舉區,郭榮振,16,男,1950,無,23689,3.58%,,是,第 05 屆立法委員選舉,區域
臺中縣選舉區,廖昭雄,17,男,1943,無,314,0.05%,,否,第 05 屆立法委員選舉,區域
臺中縣選舉區,李慶元,18,男,1958,新黨,10446,1.58%,,否,第 05 屆立法委員選舉,區域
臺中縣選舉區,吳鶴鵬,19,男,1956,親民黨,24048,3.63%,,否,第 05 屆立法委員選舉,區域
臺中縣選舉區,何郁青,20,女,1965,親民黨,19068,2.88%,,否,第 05 屆立法委員選舉,區域
臺中縣選舉區,郭俊銘,21,男,1955,民主進步黨,78620,11.88%,*,否,第 05 屆立法委員選舉,區域
彰化縣選舉區,陳諸讚,1,男,1958,親民黨,27150,4.42%,,否,第 05 屆立法委員選舉,區域
彰化縣選舉區,魏明谷,2,男,1963,民主進步黨,55559,9.04%,*,否,第 05 屆立法委員選舉,區域
彰化縣選舉區,游月霞,3,女,1960,中國國民黨,59590,9.70%,*,是,第 05 屆立法委員選舉,區域
彰化縣選舉區,江昭儀,4,男,1943,民主進步黨,35333,5.75%,*,否,第 05 屆立法委員選舉,區域
彰化縣選舉區,卓伯源,5,男,1965,中國國民黨,39680,6.46%,*,否,第 05 屆立法委員選舉,區域
彰化縣選舉區,陳陽德,6,男,1942,台灣團結聯盟,21904,3.56%,,否,第 05 屆立法委員選舉,區域
彰化縣選舉區,張世良,7,男,1942,新黨,3072,0.50%,,是,第 05 屆立法委員選舉,區域
彰化縣選舉區,陳杰,8,男,1957,中國國民黨,37452,6.10%,*,否,第 05 屆立法委員選舉,區域
彰化縣選舉區,邱創進,9,男,1956,民主進步黨,46835,7.62%,*,否,第 05 屆立法委員選舉,區域
彰化縣選舉區,陳朝容,10,男,1956,親民黨,32116,5.23%,,是,第 05 屆立法委員選舉,區域
彰化縣選舉區,洪性榮,11,男,1940,中國國民黨,26117,4.25%,,是,第 05 屆立法委員選舉,區域
彰化縣選舉區,周清玉,12,女,1944,民主進步黨,43896,7.14%,*,是,第 05 屆立法委員選舉,區域
彰化縣選舉區,謝友吉,13,男,1942,中國國民黨,520,0.08%,,否,第 05 屆立法委員選舉,區域
彰化縣選舉區,謝章捷,14,男,1958,親民黨,42977,6.99%,*,是,第 05 屆立法委員選舉,區域
彰化縣選舉區,陳振雄,15,男,1944,中國國民黨,21103,3.43%,,是,第 05 屆立法委員選舉,區域
彰化縣選舉區,林進春,16,男,1947,中國國民黨,44812,7.29%,*,是,第 05 屆立法委員選舉,區域
彰化縣選舉區,洪茂澤,17,男,1944,台灣團結聯盟,27152,4.42%,,否,第 05 屆立法委員選舉,區域
彰化縣選舉區,劉榮東,18,男,1940,無,16471,2.68%,,否,第 05 屆立法委員選舉,區域
彰化縣選舉區,陳進丁,19,男,1946,無,32691,5.32%,*,是,第 05 屆立法委員選舉,區域
南投縣選舉區,王崇維,1,男,1966,新黨,960,0.39%,,否,第 05 屆立法委員選舉,區域
南投縣選舉區,石進芳,2,男,1969,無,2806,1.13%,,否,第 05 屆立法委員選舉,區域
南投縣選舉區,蔡煌瑯,3,男,1960,民主進步黨,57700,23.34%,*,是,第 05 屆立法委員選舉,區域
